                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     571                                      906                  3.0000000000000000E+000                  2.0000000000000000E-002                  3.2838973735967781E+006                  3.6243357130152704E+004                  1.2265414280059449E+004                  8.5079420243464753E+001                  2.0426830185743579E+000                 -3.3165917982616362E+000                  6.9893984210995852E-001                  2.3300493932005326E-006                  2.8049398851714830E-001                  3.5896706234868109E-005                  5.0224363370518525E-003                  9.3432600270826494E-003                  2.0850244238750362E-003                  3.0000000000000000E+000                  0.0000000000000000E+000                  2.0993485152766787E+000                  7.3712160752310323E-005                  8.4017821828317130E-001                  7.9304108764202425E-003                  5.8580397475425754E-003                  2.8124364896041993E-002                  6.2550732716251164E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9999999999083609E+000                  2.0386432775571235E+000                  2.9999999991663029E+000                  2.0329908672473525E+000                  1.6869332436685239E+004                  1.2195452453105014E+006                  3.5261171167071283E+008                  8.5227262736523699E+001                  8.5227262736523699E+001                  1.1388343026083112E-036                  5.7593493079468399E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.0363191975701769E+014                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.4.1"                                 "CRMATH"                               "20210624" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                     grav                                  r_div_R                                     rmid                                log_D_ovr                                    omega                               omega_crit                     omega_div_omega_crit                                   gamma1                                   gamma3                                    grada                                 brunt_N2                                       cp                                radius_cm 
                                       1                  3.0000000000000000E+000                  3.1020097849505535E-001                  4.0918755430946385E+000                 -9.1759916149853868E+000                  3.0196059153470807E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0426830185743579E+000                  1.9714552570279171E+004                  1.0000000000000000E+000                  2.0426196805622987E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6682156677529827E-004                  0.0000000000000000E+000                  1.3193607052736507E+000                  1.2883041873733962E+000                  2.1849312927294895E-001                  3.0855707576629824E-005                  8.3985415702551949E+008                  1.4210945760221808E+011 
                                       2                  2.9999999999992495E+000                  3.1017404425719181E-001                  4.0981440247387697E+000                 -9.1360586642869581E+000                  3.0652278568750995E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0425563386220147E+000                  1.9716998050948419E+004                  9.9993798354850394E-001                  2.0424985577402133E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6685419675329384E-004                  0.0000000000000000E+000                  1.3331406433745334E+000                  1.3013270865624831E+000                  2.2602313825360759E-001                  2.9816094713821398E-005                  7.9289941546548045E+008                  1.4210064447793356E+011 
                                       3                  2.9999999999984999E+000                  3.1014947177660190E-001                  4.1027010639587562E+000                 -9.1089840522899337E+000                  3.0965580275474944E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0424407735890640E+000                  1.9719229361660025E+004                  9.9988140843043627E-001                  2.0424136265673929E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6677127293021776E-004                  0.0000000000000000E+000                  1.3427905970916980E+000                  1.3106373405876315E+000                  2.3133778572302796E-001                  2.8081691185935161E-005                  7.6279222388928556E+008                  1.4209260461859119E+011 
                                       4                  2.9999999999981246E+000                  3.1013792665345224E-001                  4.1056779685034632E+000                 -9.0921097157864725E+000                  3.1162577307421038E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0423864788240640E+000                  1.9720277806862574E+004                  9.9985482830786887E-001                  2.0423603649849680E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6670238732495938E-004                  0.0000000000000000E+000                  1.3488291700774007E+000                  1.3165439154893432E+000                  2.3467580279783815E-001                  2.7409186834541749E-005                  7.4497011481300199E+008                  1.4208882733179013E+011 
                                       5                  2.9999999999977494E+000                  3.1012682063961960E-001                  4.1078688539985606E+000                 -9.0799930322863176E+000                  3.1304688349158800E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0423342504780799E+000                  1.9721286427913641E+004                  9.9982925980531157E-001                  2.0423215522417983E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6668456152150409E-004                  0.0000000000000000E+000                  1.3530763288427083E+000                  1.3207367584483558E+000                  2.3703260044396851E-001                  2.6833519491290641E-005                  7.3282676915141571E+008                  1.4208519380576001E+011 
                                       6                  2.9999999999975624E+000                  3.1012142011076582E-001                  4.1093134128078397E+000                 -9.0721590729859365E+000                  3.1396914171889669E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0423088538476124E+000                  1.9721776909395583E+004                  9.9981682682856665E-001                  2.0422963823043476E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6665780129278505E-004                  0.0000000000000000E+000                  1.3557734857864290E+000                  1.3234177688925517E+000                  2.3853530066559911E-001                  2.6572530811680535E-005                  7.2527128206300974E+008                  1.4208342696217841E+011 
                                       7                  2.9999999999973745E+000                  3.1011611592911753E-001                  4.1114558768823111E+000                 -9.0607511873570665E+000                  3.1531688061403877E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0422839106087682E+000                  1.9722258652401157E+004                  9.9980461581069580E-001                  2.0422596134534010E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6663684223091955E-004                  0.0000000000000000E+000                  1.3595990430439342E+000                  1.3272475024113357E+000                  2.4067755070529517E-001                  2.6329024701468045E-005                  7.1472908847311831E+008                  1.4208169166105200E+011 
                                       8                  2.9999999999969997E+000                  3.1010578203623318E-001                  4.1146025463663873E+000                 -9.0443407171063193E+000                  3.1726335357381408E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0422353157199016E+000                  1.9723197243914165E+004                  9.9978082607512497E-001                  2.0422060690317769E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6663204137519698E-004                  0.0000000000000000E+000                  1.3647661246196210E+000                  1.3324792075204153E+000                  2.4359957889785819E-001                  2.5874278467755457E-005                  7.0068607128284287E+008                  1.4207831091463354E+011 
                                       9                  2.9999999999965308E+000                  3.1009334268707345E-001                  4.1180054967244404E+000                 -9.0270073645386226E+000                  3.1932869555626384E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0421768215059513E+000                  1.9724327125936841E+004                  9.9975219010301475E-001                  2.0421487175162674E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6662948436186565E-004                  0.0000000000000000E+000                  1.3696478966527319E+000                  1.3375065581816881E+000                  2.4640980521606642E-001                  2.5341164215073187E-005                  6.8739585308481610E+008                  1.4207424147216904E+011 
                                      10                  2.9999999999960623E+000                  3.1008138902717730E-001                  4.1229581993813458E+000                 -9.0026255102633090E+000                  3.2225377573684635E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0421206127530485E+000                  1.9725412953167190E+004                  9.9972467298342649E-001                  2.0420674698406827E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6660148515947735E-004                  0.0000000000000000E+000                  1.3752280033251763E+000                  1.3434335689840722E+000                  2.4974464586455861E-001                  2.4825908235044590E-005                  6.7146304216463876E+008                  1.4207033102922958E+011 
                                      11                  2.9999999999951248E+000                  3.1005878421650657E-001                  4.1276532649122020E+000                 -8.9798402832695530E+000                  3.2499476817750450E+000                  6.9999999999959239E-001                  2.8000000000040770E-001                  1.9999999999999907E-002                  2.0420143241622086E+000                  1.9727466455809143E+004                  9.9967263916815829E-001                  2.0419891085568351E+000                 -9.9000000000000000E+001                  0.0000000000000000E+000                  3.6667830517639132E-004                  0.0000000000000000E+000                  1.3786783406072525E+000                  1.3473361407669997E+000                  2.5196859868665766E-001                  2.3782053774478208E-005                  6.6007784796555293E+008                  1.4206293653196484E+011 
